Contract,OnlineSecurity,tenure,InternetService,TotalCharges,MonthlyCharges,PaymentMethod
0,0,2,1,180,95.1,1
0,2,45,0,2333,50.9,0
2,0,70,0,5264,76.1,1
0,1,4,2,76,20.35,3
2,0,33,0,2603,82.1,1
1,2,20,1,1818,94.3,1
1,1,56,2,1431,24.45,3
0,2,12,1,1238,99.7,0
0,1,1,2,19,19.55,3
0,2,38,0,2250,57.15,1
0,0,12,0,740,58.35,1
0,1,1,2,20,20.2,0
1,1,28,2,534,18.25,1
0,0,43,0,2169,50.2,3
2,0,61,1,6428,106.6,2
0,0,16,0,875,55.3,2
0,0,10,1,659,70.1,2
0,0,63,1,4896,80.3,1
1,1,62,2,1446,23.75,1
2,2,46,0,1842,40.4,1
1,1,1,2,20,20.4,3
0,0,9,0,501,55.3,3
0,0,2,1,197,95.85,2
2,2,35,0,2490,69.15,1
2,0,69,0,5601,81.95,0
1,2,33,1,2603,80.1,0
2,1,46,2,937,21.1,2
0,0,1,1,69,69.6,2
0,0,1,1,75,75.55,2
2,1,65,2,1654,26.0,1
0,2,15,0,955,58.95,2
0,0,7,1,488,69.15,0
0,0,19,1,1490,78.25,2
0,0,25,1,1901,75.5,2
0,0,38,1,2625,69.5,1
2,1,53,2,1005,18.7,3
0,0,1,0,45,45.3,2
0,0,1,1,69,69.1,3
1,1,52,2,1071,20.85,1
2,2,43,0,3460,78.8,2
0,0,23,0,1312,54.15,2
0,0,2,1,184,80.55,2
0,0,34,0,1815,50.2,0
0,0,6,0,260,44.6,0
1,0,26,0,1295,51.55,1
0,0,2,0,111,44.9,0
0,1,11,2,216,19.7,1
0,0,1,0,49,49.65,3
1,0,53,1,5043,97.75,0
0,1,1,2,19,19.75,1
0,0,14,1,1117,76.45,2
1,1,22,2,548,25.6,0
1,2,64,1,5289,84.3,1
2,2,62,0,4284,72.0,1
1,0,36,0,2498,65.4,3
0,0,4,1,340,81.0,2
2,2,38,0,3297,85.4,0
0,0,32,1,2664,85.65,0
2,0,61,0,3244,51.35,1
1,1,70,2,1856,26.05,1
0,2,31,1,2807,89.45,2
0,1,9,2,185,18.95,3
2,2,66,0,5965,90.05,1
0,1,10,2,199,19.9,3
1,0,30,0,1985,64.5,2
0,2,5,1,434,90.35,3
2,1,54,2,1230,24.05,0
0,0,59,0,2452,41.05,0
2,1,40,2,1006,25.25,1
2,2,35,1,4025,108.95,2
0,2,12,0,713,61.65,3
0,0,42,1,3959,95.25,0
2,0,72,1,7806,108.05,1
2,0,63,0,2395,39.35,0
0,1,4,2,59,19.95,3
2,0,68,0,3656,53.0,2
1,0,32,0,2010,64.85,0
0,0,5,1,385,80.15,2
1,0,72,1,7789,109.15,1
0,0,1,1,76,76.2,2
0,2,1,0,55,55.8,2
2,2,71,0,6239,90.55,1
2,1,46,2,864,19.25,3
0,0,13,0,300,23.9,2
0,2,41,1,3190,81.3,1
2,0,30,0,2181,74.85,2
0,0,1,1,69,69.2,2
1,0,22,0,1031,49.45,1
0,1,1,2,20,20.05,3
0,2,10,1,765,78.15,1
1,0,19,0,893,44.85,1
1,2,27,0,1567,56.2,3
0,0,14,0,921,69.65,2
2,2,59,1,6561,113.75,2
0,2,2,1,189,75.7,2
2,1,12,2,262,21.05,0
0,0,4,0,199,45.9,2
2,2,65,1,7246,110.35,2
0,2,2,1,184,97.1,2
1,0,71,1,7521,105.9,2
0,2,30,1,2758,91.7,1
0,0,29,1,2149,74.95,2
0,0,5,1,465,99.15,3
0,0,17,1,1579,92.6,2
2,1,61,2,1445,24.2,3
0,0,16,1,1430,89.45,1
1,1,47,2,951,20.05,3
1,2,37,0,2911,79.25,3
0,0,8,0,186,25.25,1
2,0,64,0,3423,54.6,2
2,1,40,2,1024,24.8,3
0,1,10,2,187,20.55,3
0,0,9,1,655,75.75,0
1,0,53,1,4871,94.0,2
0,1,1,2,20,20.7,2
1,1,13,2,253,19.95,2
1,2,34,0,1885,55.0,3
0,1,21,2,467,24.7,3
2,1,0,2,0,20.25,3
0,2,25,0,1992,76.15,1
0,0,1,1,69,69.95,1
0,0,2,1,158,75.45,3
2,1,47,2,1041,21.3,0
2,2,72,1,6921,94.45,1
0,0,31,1,3186,99.95,2
2,1,0,2,0,20.0,3
2,1,47,2,973,19.65,3
2,1,72,2,1874,24.8,1
0,1,1,2,20,20.55,1
0,0,9,0,296,34.7,1
0,0,4,0,118,30.5,2
0,2,19,1,1637,87.3,2
0,2,43,1,3198,75.2,2
2,2,43,0,3254,75.2,0
0,0,18,0,747,45.65,1
0,0,39,1,4036,99.75,2
0,0,11,1,1183,111.4,2
0,0,1,0,35,35.9,2
0,0,1,1,68,68.95,2
0,2,43,0,1505,34.0,0
1,1,12,2,314,26.4,3
2,2,52,0,4461,85.15,3
2,2,71,0,6126,83.2,2
2,0,71,1,7707,109.25,2
0,2,30,1,2679,94.3,1
1,1,39,2,914,24.2,3
0,2,3,0,154,55.1,3
1,1,3,2,52,21.2,3
1,0,68,0,5293,75.8,0
2,1,41,2,772,19.3,0
0,0,8,1,762,87.05,2
2,1,72,2,1776,24.15,1
0,0,10,1,857,79.95,2
1,0,12,0,696,53.65,1
2,2,72,1,8165,109.55,2
0,2,17,1,1463,85.35,0
1,2,68,0,5333,78.45,2
0,0,57,1,5921,104.5,1
0,2,37,1,4056,106.75,0
0,0,1,0,48,48.95,2
1,2,53,1,5785,106.95,1
1,2,34,0,2727,79.95,0
0,2,49,0,2934,59.75,1
2,2,70,0,5950,86.45,1
2,2,67,0,4250,64.55,0
2,1,51,2,1288,24.95,0
1,0,3,0,220,69.95,2
0,0,1,1,70,70.7,3
2,2,56,0,4261,75.85,1
0,0,12,1,1384,112.95,3
0,2,27,1,2793,100.75,2
1,0,58,1,6225,105.2,1
0,1,6,2,123,20.2,3
2,1,64,2,1559,24.05,3
0,0,16,1,1267,79.95,1
1,0,44,1,4295,94.4,2
0,1,16,2,341,20.15,2
2,1,18,2,370,20.1,3
1,1,44,2,835,19.5,1
0,0,30,1,2917,101.5,2
0,2,25,0,1902,79.0,3
0,0,14,1,914,71.0,1
0,0,4,0,239,50.85,3
2,0,42,1,4135,99.0,1
0,1,7,2,150,20.45,3
0,2,19,1,1651,84.75,2
0,0,7,0,344,45.75,3
1,0,10,0,660,65.9,3
0,2,15,1,1669,101.75,2
0,0,12,1,1253,106.7,2
0,1,12,2,233,19.0,3
0,1,8,2,156,19.2,3
0,1,10,2,196,19.8,0
0,0,55,1,4052,74.0,2
2,2,69,0,5555,82.45,1
1,1,16,2,318,20.1,0
0,0,51,0,1529,30.05,1
2,2,71,0,6310,90.1,2
1,0,54,0,3715,70.15,1
0,0,1,0,49,49.3,2
0,0,26,0,1406,54.75,1
0,1,8,2,156,20.15,0
0,1,12,2,246,20.3,3
0,0,5,1,334,74.35,2
2,0,69,0,3772,54.95,1
0,0,46,1,4564,98.85,2
0,0,46,1,4399,96.05,0
0,0,9,1,827,95.9,0
1,0,53,1,5809,111.8,0
0,0,41,0,1677,40.35,2
2,1,41,2,810,20.0,3
0,0,68,0,3085,44.95,2
2,2,36,0,1126,31.05,0
2,2,47,0,2879,65.0,3
0,2,4,0,184,49.4,2
2,0,61,0,4976,81.0,0
0,0,36,1,3021,84.1,2
0,1,1,2,20,20.5,3
0,0,14,1,1101,78.95,2
1,2,50,1,5610,108.55,2
0,0,27,1,2151,85.2,1
1,1,23,2,481,20.45,3
0,0,3,1,209,75.0,3
1,0,36,1,3886,104.8,0
0,0,24,1,1747,75.4,1
0,0,65,1,6985,105.5,2
1,0,31,0,1523,50.05,2
2,2,63,0,4995,80.3,1
1,2,67,0,3870,60.5,1
2,1,58,2,1423,24.35,1
0,2,15,1,1582,105.1,2
0,0,16,1,1248,80.55,3
0,0,1,0,45,45.6,2
0,2,8,0,573,65.5,0
0,0,2,1,151,70.7,2
2,2,71,0,6342,89.9,0
1,1,4,2,68,19.95,3
2,2,68,0,5776,82.85,0
1,0,15,0,931,56.15,3
0,2,13,0,670,52.1,1
0,1,42,2,869,20.35,1
0,0,4,0,169,44.8,2
0,2,50,1,5405,109.65,0
0,2,4,0,223,57.2,3
0,0,2,0,106,51.55,3
2,1,46,2,967,19.4,3
1,0,58,1,6219,104.65,2
1,2,17,0,792,44.45,1
2,1,21,2,397,19.6,3
0,0,2,1,196,95.15,2
2,2,68,0,5607,85.0,1
0,0,28,1,3204,110.85,2
0,1,40,2,1077,26.2,2
1,1,8,2,140,20.2,0
0,0,35,1,2576,75.2,2
0,2,5,0,352,64.35,2
0,1,14,2,268,19.95,3
0,0,6,0,288,50.05,3
2,2,67,0,4361,65.55,0
1,2,63,0,5329,84.0,0
0,0,8,1,764,84.9,2
0,2,5,0,283,53.8,2
0,0,6,1,460,82.85,2
0,2,49,1,4733,93.85,0
1,1,61,2,1143,19.1,1
0,0,1,1,70,70.1,2
0,1,10,2,198,20.0,1
2,2,72,1,8529,117.15,1
1,2,53,0,4155,77.4,0
0,0,9,1,657,70.05,3
0,1,1,2,20,20.25,3
0,1,4,2,55,20.2,2
0,1,22,2,469,20.55,2
0,0,34,1,3480,100.05,2
0,0,5,1,461,89.35,2
0,1,5,2,108,19.85,1
1,1,56,2,1261,24.3,2
0,0,11,1,827,79.15,1
1,2,33,0,1955,58.45,3
2,2,58,0,4890,86.1,2
0,0,34,1,2425,75.55,2
2,1,65,2,1698,26.5,0
0,0,2,0,92,44.15,2
0,0,17,1,1329,81.5,0
1,2,63,0,2588,40.6,0
2,1,72,2,1859,24.9,3
0,0,43,1,4039,92.55,0
2,2,72,1,8164,113.4,0
0,1,6,2,113,19.7,3
0,1,1,2,25,25.0,3
0,0,26,0,1616,60.05,2
2,2,72,1,6843,95.1,2
1,0,56,1,6418,111.95,2
0,1,1,2,20,20.25,3
0,0,17,1,1742,102.55,2
0,0,1,0,55,55.3,3
2,2,68,0,5882,86.5,0
2,1,61,2,1498,25.0,1
1,0,11,0,422,40.4,1
0,0,15,0,720,48.8,3
0,1,1,2,19,19.2,3
0,0,34,1,2896,85.35,2
2,1,72,2,1723,23.55,0
1,2,26,0,1581,61.55,2
1,0,66,1,6273,95.3,2
0,0,1,0,49,49.95,2
2,2,64,0,5484,85.0,1
0,0,3,0,196,60.65,3
0,1,20,2,413,19.5,0
1,2,48,1,5037,103.25,1
1,2,43,0,3173,71.9,1
1,1,14,2,228,19.65,3
2,1,57,2,1272,19.75,0
2,2,72,0,4811,66.5,1
2,1,72,2,1864,25.75,1
2,2,38,0,3084,81.0,1
0,0,2,0,114,49.6,3
0,0,4,1,396,95.45,2
0,2,26,0,1800,69.5,0
0,0,3,0,92,29.9,2
1,1,26,2,505,20.05,0
2,0,15,0,603,38.8,3
1,0,22,1,2090,100.05,3
2,1,13,2,332,25.0,0
0,0,6,0,263,44.4,2
1,2,20,0,1055,54.0,3
2,1,72,2,1529,19.9,1
1,0,34,1,3343,99.85,2
0,0,1,0,45,45.3,2
1,1,52,2,1022,20.65,3
2,1,69,2,1718,24.95,1
2,1,39,2,826,20.15,3
2,2,65,0,4820,74.8,0
2,1,68,2,1728,25.25,0
0,0,25,1,2088,84.6,3
0,0,6,1,556,84.4,2
2,2,64,0,4481,70.2,1
0,0,7,1,529,69.95,0
0,0,32,1,2723,86.1,2
2,1,41,2,802,20.15,3
0,0,2,0,74,44.65,3
1,2,24,0,1288,50.6,3
0,1,1,2,19,19.4,1
1,2,54,0,2369,44.1,0
0,0,39,0,2341,59.85,3
0,0,14,1,1072,80.45,2
0,2,7,0,516,69.7,1
1,1,25,2,516,19.5,0
0,0,44,1,4122,92.95,0
1,0,61,1,6241,99.9,2
2,2,72,1,8375,114.45,1
0,0,43,1,4209,99.3,0
1,2,58,1,6332,107.75,2
1,2,71,0,4689,66.8,0
0,0,22,1,2162,95.1,2
0,0,34,1,2874,85.2,1
0,0,52,1,3829,72.95,0
0,0,64,0,2751,43.85,2
1,0,44,0,3704,85.25,0
0,0,13,0,559,44.8,0
0,0,24,1,2282,90.55,1
2,2,70,1,7842,114.75,1
2,2,70,0,5289,76.95,1
0,0,1,1,85,85.0,2
2,1,72,2,1493,21.0,0
0,0,11,1,837,76.5,2
1,0,12,0,727,59.8,2
2,0,72,1,7962,110.6,1
0,0,8,1,780,101.35,2
0,0,15,1,1219,85.3,2
0,2,13,0,764,56.0,2
2,2,68,0,5515,79.6,0
0,0,17,1,1345,80.05,0
2,1,71,2,1813,25.45,0
0,0,6,1,435,69.1,2
2,1,24,2,452,19.7,3
0,0,6,1,455,91.1,2
2,1,47,2,890,19.3,0
0,0,4,1,302,75.65,2
0,2,13,1,1261,93.8,1
0,2,3,1,233,74.55,2
0,0,12,0,648,53.75,3
1,2,17,0,1387,79.85,1
1,0,19,0,1045,58.2,2
2,1,52,2,1107,21.0,0
0,0,29,1,2623,89.65,3
0,0,3,0,141,45.45,3
0,0,3,0,93,36.45,3
1,0,32,0,2633,83.7,1
0,0,1,1,80,80.85,3
1,0,55,1,5743,104.15,2
0,0,20,1,2031,98.55,3
1,1,22,2,433,19.95,3
0,2,60,1,4859,80.95,2
0,0,27,1,2467,88.3,1
0,0,1,1,74,74.35,2
0,0,4,1,362,93.5,2
0,0,3,1,264,85.3,2
0,0,12,0,381,29.35,1
0,0,17,0,900,51.5,3
2,1,48,2,1027,20.2,0
0,2,12,1,909,78.3,2
2,1,45,2,1138,24.65,0
0,2,1,0,51,51.2,3
2,2,72,0,6083,85.25,2
1,0,28,1,2688,100.2,2
0,0,51,1,4085,81.0,0
0,2,1,0,49,49.9,3
2,2,8,0,564,65.5,3
1,2,43,1,4532,106.0,1
0,0,22,1,1855,84.3,3
0,1,18,2,357,20.45,3
1,0,54,0,3529,65.25,0
0,0,13,1,1008,80.85,2
0,0,69,1,5869,85.4,0
2,0,66,0,3708,56.75,1
1,1,53,2,990,19.05,1
0,1,3,2,53,19.1,3
2,1,20,2,406,19.7,3
0,1,1,2,18,18.85,3
1,0,38,0,2354,62.3,3
0,1,13,2,275,20.3,3
0,0,57,1,4925,89.85,2
2,1,67,2,1311,19.8,3
0,2,11,0,580,55.6,2
0,2,14,0,709,50.1,0
0,2,21,1,1747,80.35,2
0,1,1,2,19,19.7,3
2,1,59,2,1510,25.0,3
0,0,43,1,4528,101.4,2
2,2,7,0,280,38.55,3
2,2,56,0,4620,81.25,1
0,0,13,0,931,73.35,3
0,0,3,0,90,29.65,3
2,2,8,0,645,76.15,1
0,0,1,1,70,70.15,3
0,0,5,0,163,34.25,2
0,1,19,2,439,24.1,1
2,2,0,0,0,52.55,0
2,1,71,2,1415,19.7,1
0,0,9,0,418,45.4,2
0,0,1,1,73,73.5,0
2,1,24,2,571,24.7,3
1,1,3,2,61,19.6,3
0,0,39,1,3994,103.45,2
2,0,69,1,6398,93.3,0
0,2,33,0,2033,60.9,3
0,2,24,0,1275,51.15,2
0,1,16,2,275,20.0,3
2,1,39,2,757,19.75,3
0,1,37,2,697,20.35,0
2,2,71,0,6293,91.05,3
1,2,29,1,2656,90.1,0
2,2,68,0,6424,91.7,2
1,0,52,1,5301,101.25,0
0,0,3,0,170,60.25,2
0,2,1,1,81,81.7,2
2,2,72,1,8306,114.55,0
0,0,26,1,2254,83.95,2
0,0,3,1,232,80.5,2
0,1,3,2,76,20.5,2
0,0,59,1,6519,111.35,2
0,0,33,1,3465,105.35,0
0,0,26,1,2067,85.7,1
0,2,30,1,2936,100.4,0
0,0,22,1,1600,78.85,3
2,2,72,0,6595,89.75,1
0,1,7,2,152,25.05,0
1,2,66,1,7210,110.6,1
2,2,71,1,7405,105.55,2
0,0,8,1,576,75.25,2
0,0,15,1,1539,103.45,2
1,0,70,1,7475,106.15,2
2,2,55,0,4657,85.1,0
0,1,1,2,19,19.05,3
0,0,63,1,6444,102.4,2
0,1,10,2,185,20.0,2
0,0,3,1,196,73.85,2
2,1,54,2,1149,20.0,3
2,2,72,0,4671,67.2,1
0,1,28,2,734,25.7,3
0,2,65,1,5688,85.75,2
2,1,70,2,1458,20.35,1
0,2,55,0,2832,50.55,1
2,1,68,2,1424,20.5,1
2,1,45,2,903,19.2,2
0,2,9,1,708,74.85,2
2,2,72,1,8312,115.5,0
0,0,64,1,6171,99.15,1
2,2,72,0,6096,83.7,0
1,0,47,1,4018,84.95,0
0,1,1,2,20,20.5,3
0,1,19,2,414,20.6,3
0,0,6,0,270,49.15,2
1,1,48,2,1133,24.35,0
0,1,1,2,19,19.5,3
2,2,63,0,4674,74.5,1
0,2,8,1,632,75.0,2
2,2,65,1,6725,104.3,1
1,1,43,2,817,20.0,3
0,2,38,0,2076,54.5,2
0,0,1,0,45,45.15,2
0,1,2,2,40,20.3,3
0,0,4,1,307,80.35,2
2,0,69,1,7634,109.95,2
0,0,3,1,221,74.45,1
2,0,70,1,7689,110.2,2
0,2,4,0,219,49.35,2
1,0,46,1,4594,103.15,2
0,0,2,0,97,44.6,2
2,2,65,0,4459,69.55,3
0,0,19,1,1743,96.8,2
0,0,21,0,1393,61.65,3
2,0,48,0,3771,78.9,1
0,0,17,1,1496,89.15,2
2,1,64,2,1198,20.05,0
1,0,66,1,6056,92.15,0
1,2,70,0,5445,78.35,0
0,0,29,0,2211,80.1,1
0,0,1,0,62,62.8,3
2,1,47,2,921,19.65,0
2,1,71,2,1493,20.9,0
2,1,42,2,828,20.7,3
2,2,62,0,4819,79.95,1
2,2,56,0,2560,45.05,0
1,2,70,1,8127,115.55,1
2,1,43,2,1077,24.25,3
1,0,44,1,3912,88.4,3
1,0,27,0,1246,45.85,1
1,0,31,1,3066,103.45,2
2,1,13,2,265,19.75,3
0,0,26,1,2361,90.8,2
2,1,59,2,1057,18.4,0
0,0,51,1,4812,94.65,2
0,0,1,1,84,84.65,3
0,0,48,1,5121,107.4,0
2,2,70,0,5617,80.7,2
1,1,16,2,296,20.1,3
2,0,67,1,6989,102.9,0
0,0,28,0,810,30.1,1
0,0,4,0,250,65.6,2
2,1,72,2,1414,19.3,0
1,0,25,0,970,38.1,1
2,2,48,1,4473,96.9,0
2,0,72,1,7565,106.3,0
0,0,2,1,169,85.7,2
0,2,56,1,4922,86.4,2
2,1,69,2,1268,19.1,3
0,0,9,0,431,44.95,3
1,0,37,1,3019,80.05,2
1,0,51,0,2928,56.4,1
2,1,70,2,1790,25.15,1
0,0,38,1,3988,103.65,2
0,0,23,1,1943,90.6,2
1,1,44,2,860,20.0,0
2,1,5,2,106,20.45,3
1,2,67,1,7035,105.4,1
2,1,72,2,1482,20.7,3
1,0,7,1,633,94.05,3
2,0,54,1,4362,79.95,0
1,0,41,0,3263,80.55,2
0,0,63,1,6871,108.75,2
0,0,1,1,70,70.4,2
2,0,59,1,5861,99.5,1
2,2,50,1,5551,109.65,2
0,0,3,1,307,95.1,2
2,0,71,1,7213,99.2,2
2,1,57,2,1125,20.65,0
0,0,15,1,1217,80.2,2
2,2,72,0,4179,55.45,1
0,2,42,1,3229,74.15,1
2,2,72,1,7015,98.2,0
2,1,18,2,454,25.3,1
1,2,70,0,4543,65.2,0
0,0,26,1,2070,83.75,2
2,1,64,2,1740,25.65,1
0,0,8,1,583,80.45,1
2,2,68,1,7856,113.15,2
0,0,22,1,1938,89.75,0
2,2,72,0,5893,84.7,1
2,1,23,2,478,20.4,0
0,0,24,0,688,29.1,2
0,2,16,1,1483,94.25,2
0,2,63,1,6780,108.25,1
2,2,72,1,7658,107.45,1
0,0,6,1,489,85.35,2
1,0,62,1,5757,94.0,0
0,1,9,2,157,19.05,3
2,1,71,2,1719,24.55,2
0,2,18,0,969,56.25,3
0,0,9,1,678,74.05,2
0,2,48,1,5438,117.45,2
2,1,33,2,641,19.8,1
1,2,27,1,2681,101.9,1
2,0,70,1,7188,104.3,0
1,1,17,2,353,20.15,3
0,0,41,0,2237,55.7,0
0,2,7,0,340,48.2,2
0,0,26,1,2088,80.5,2
0,2,10,0,524,51.65,3
2,0,57,0,3090,53.35,1
0,2,35,0,2130,61.0,3
0,0,28,1,2244,80.6,2
2,0,72,1,7932,109.75,0
0,0,27,0,2309,84.8,0
2,1,67,2,1411,20.8,3
0,1,11,2,215,20.35,3
1,0,69,1,7220,104.7,0
0,2,52,1,4993,98.15,0
1,2,52,0,4354,81.4,1
1,1,24,2,456,20.15,3
2,1,12,2,264,20.05,2
0,0,1,0,44,44.35,0
2,1,15,2,278,19.35,3
0,0,9,1,857,94.4,2
0,0,18,1,1594,88.85,2
2,1,66,2,1683,25.15,1
1,2,46,0,2560,56.9,3
0,2,2,1,139,74.4,2
1,0,17,1,1410,86.75,2
1,2,47,0,1794,40.3,2
2,2,63,1,6991,108.5,1
0,1,1,2,20,20.3,3
2,2,70,0,4891,66.0,2
0,1,38,2,781,20.45,3
1,1,58,2,1497,24.5,1
1,2,60,0,4039,64.75,2
2,2,68,0,6148,88.15,2
1,2,48,0,2985,60.6,0
0,2,35,1,3756,106.9,2
2,2,71,0,5585,80.1,3
2,2,55,0,3112,56.8,3
0,0,42,1,4222,100.3,2
0,0,56,1,5432,96.95,1
1,2,40,0,2511,62.05,1
2,2,72,1,6141,84.8,1
0,0,32,1,2954,91.05,0
0,0,35,1,2917,85.3,1
0,0,58,1,5885,102.1,1
2,2,45,0,3349,73.55,3
0,2,20,1,1592,82.4,2
0,0,3,1,207,69.6,3
2,2,68,0,6185,89.05,0
0,2,9,0,703,74.65,2
0,0,36,1,2659,74.9,0
0,0,37,0,1478,40.2,1
0,0,1,1,70,70.85,3
1,0,72,1,7459,104.45,1
0,0,1,1,80,80.2,3
0,2,55,0,3131,55.7,2
1,2,28,0,1426,54.35,3
2,2,52,0,3038,58.75,0
0,0,1,0,44,44.0,2
1,2,42,0,3375,80.45,1
0,0,49,1,4613,95.4,0
1,2,26,1,2475,95.85,0
2,1,35,2,730,19.7,1
0,0,1,0,45,45.25,0
0,2,52,1,5839,108.1,1
2,2,72,1,8065,110.65,1
0,2,45,1,3713,84.55,3
0,0,41,1,4346,104.7,2
2,2,54,0,4735,87.1,0
0,2,22,0,880,40.05,3
2,2,72,0,6474,92.0,0
0,0,14,0,1137,80.45,1
2,1,63,2,1237,19.25,3
2,1,7,2,165,19.45,3
2,0,72,1,7878,109.2,0
0,0,7,0,340,48.7,2
0,0,1,0,44,44.75,2
0,0,16,1,1170,74.55,1
0,0,14,0,824,59.8,1
0,0,1,1,70,70.6,2
1,2,60,0,2773,44.45,2
0,0,1,1,71,71.0,2
2,2,45,0,3480,75.15,1
0,0,1,0,45,45.7,3
1,0,72,1,8109,109.25,2
1,1,6,2,113,19.45,3
0,0,1,0,55,55.25,2
0,0,19,0,1093,56.2,2
2,2,24,0,1558,64.35,2
2,0,64,0,4818,76.1,0
0,0,17,1,1612,90.95,1
0,0,8,0,369,44.45,3
0,1,24,2,459,20.3,3
0,1,11,2,208,20.25,3
0,0,40,0,2379,56.6,1
2,1,36,2,930,25.1,1
2,2,71,1,7532,108.05,2
0,1,7,2,168,19.4,3
0,2,3,0,206,77.4,2
1,1,38,2,678,20.05,3
2,1,0,2,0,25.75,3
0,0,1,1,74,74.7,2
0,0,25,1,1767,70.95,3
2,1,69,2,1376,20.2,0
0,0,36,1,3301,91.95,1
2,2,63,1,6330,99.7,1
0,0,12,1,1148,96.05,2
2,1,19,2,387,20.2,3
0,2,18,1,1500,87.9,3
1,0,32,1,2619,79.25,2
0,2,56,1,5794,105.35,3
0,1,6,2,146,19.5,0
1,2,9,0,463,50.8,3
1,0,32,0,1151,36.25,3
0,0,58,1,5749,100.4,0
0,0,8,0,436,59.25,2
1,2,17,0,1175,64.8,3
0,0,27,1,1943,70.55,2
0,0,13,1,1215,85.95,2
2,0,49,0,2409,49.65,1
2,1,21,2,435,20.85,1
1,2,36,0,1317,35.35,3
0,0,1,1,76,76.4,3
2,1,42,2,833,20.0,3
1,0,16,1,1264,79.5,1
2,0,49,1,5293,107.95,0
2,0,64,1,6538,102.1,2
0,0,2,0,74,45.25,3
2,2,72,0,6376,89.4,3
0,0,1,0,25,25.1,3
0,2,1,1,95,95.0,2
2,2,23,0,2198,91.1,1
0,1,12,2,306,21.15,2
0,0,12,1,1200,99.45,2
1,1,26,2,457,19.8,1
